CycPeptMPDB_ID,Original_Name_in_Source_Literature,Source,Structurally_Unique_ID,SMILES,PAMPA,Normalized_Name,log_path,avgRMSD_all,avgRMSD_bb
6984,L4_1.1.1.3.1,2021_Kelly,6984,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-6.56,L4_1.1.1.3.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6984.log,0.112438,0.0590003
4228,hepta_651,2020_Townsend,4228,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,-4.95,hepta_651,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_651.log,0.112446,0.0498755
4119,hepta_542,2020_Townsend,4119,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N1C,-5.2,hepta_542,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_542.log,0.112457,0.0501667
1614,2.3-09Me,2016_Furukawa,1614,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@@H](Cc2ccccc2)NC(=O)CN(CC)C(=O)[C@@H]2CCCN2C1=O,-6.73,2.3-09Me,/media/liuwei/1T/water/pdb_log/2016_Furukawa/2.3-09Me.log,0.112532,0.0365909
4196,hepta_619,2020_Townsend,4196,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,-5.78,hepta_619,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_619.log,0.112555,0.0411948
1157,1.1-24,2016_Furukawa,1157,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,-5.54,1.1-24,/media/liuwei/1T/water/pdb_log/2016_Furukawa/1.1-24.log,0.112556,0.038019
4561,hepta_984,2020_Townsend,4561,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.59,hepta_984,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_984.log,0.112572,0.06057
4195,hepta_618,2020_Townsend,4195,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C1=O,-5.43,hepta_618,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_618.log,0.112573,0.0404545
4255,hepta_678,2020_Townsend,4255,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,-5.01,hepta_678,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_678.log,0.112576,0.05728
1214,1.3-01,2016_Furukawa,1214,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOC)C(=O)[C@H](C)NC(=O)CN(CC(C)C)C(=O)[C@H]2CCCN2C1=O,-6.08,1.3-01,/media/liuwei/1T/water/pdb_log/2016_Furukawa/1.3-01.log,0.11258,0.0515876
1065,Compound.21,2015_Wang,1065,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,-5.64,Compound.21,/media/liuwei/1T/water/pdb_log/2015_Wang/Compound.21.log,0.112585,0.0336503
4656,hepta_1079,2020_Townsend,4656,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-5.03,hepta_1079,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1079.log,0.112609,0.0455422
3665,hepta_88,2020_Townsend,3665,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-6.29,hepta_88,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_88.log,0.112654,0.0502102
6761,L1_9.4.3.3.4.2,2021_Kelly,6761,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.41,L1_9.4.3.3.4.2,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6761.log,0.112659,0.0569549
3861,hepta_284,2020_Townsend,3861,CC(C)C[C@H]1NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,-6.16,hepta_284,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_284.log,0.112671,0.0472348
4395,hepta_818,2020_Townsend,4395,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.37,hepta_818,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_818.log,0.112696,0.0518704
4440,hepta_863,2020_Townsend,4440,CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.16,hepta_863,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_863.log,0.112711,0.0470219
4458,hepta_881,2020_Townsend,4458,CCCN1CC(=O)N(Cc2ccccc2)CC(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-10,hepta_881,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_881.log,0.112714,0.0453935
3843,hepta_266,2020_Townsend,3843,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,-5.98,hepta_266,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_266.log,0.112722,0.0550302
4503,hepta_926,2020_Townsend,4503,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-5.5,hepta_926,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_926.log,0.112775,0.045809
4490,hepta_913,2020_Townsend,4490,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C1=O,-5.9,hepta_913,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_913.log,0.112778,0.0384604
6743,L1_9.3.3.2.4.2,2021_Kelly,6743,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-6.78,L1_9.3.3.2.4.2,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6743.log,0.112804,0.0558385
6349,L1_3.2.4.4.1.1,2021_Kelly,6349,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-6.74,L1_3.2.4.4.1.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6349.log,0.112862,0.061439
4575,hepta_998,2020_Townsend,4575,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.34,hepta_998,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_998.log,0.112886,0.0543111
6539,L1_5.4.2.4.4.1,2021_Kelly,6539,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.1,L1_5.4.2.4.4.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6539.log,0.112909,0.0573931
6754,L1_9.4.1.4.4.2,2021_Kelly,6754,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.67,L1_9.4.1.4.4.2,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6754.log,0.112919,0.0583086
5586,hepta_2009,2020_Townsend,5586,CC(C)C[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,-5.59,hepta_2009,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_2009.log,0.112956,0.0371831
4687,hepta_1110,2020_Townsend,4687,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,-6.2,hepta_1110,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1110.log,0.112989,0.0417376
4351,hepta_774,2020_Townsend,4351,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,-5.41,hepta_774,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_774.log,0.113011,0.0465573
5452,hepta_1875,2020_Townsend,5452,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-5.88,hepta_1875,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1875.log,0.113014,0.0400943
4258,hepta_681,2020_Townsend,4258,CC(C)C[C@@H]1NC(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,-5.39,hepta_681,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_681.log,0.11303,0.0552099
7032,L4_2.4.2.3.1,2021_Kelly,7032,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.34,L4_2.4.2.3.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_7032.log,0.113075,0.0575337
1309,1.5-16,2016_Furukawa,1309,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](CC(C)C)NC(=O)CN(CCN2CCOCC2)C(=O)[C@H]2CCCN2C1=O,-6.87,1.5-16,/media/liuwei/1T/water/pdb_log/2016_Furukawa/1.5-16.log,0.11315,0.0390682
4018,hepta_441,2020_Townsend,4018,CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,-5.73,hepta_441,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_441.log,0.113177,0.0485493
4025,hepta_448,2020_Townsend,4025,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.36,hepta_448,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_448.log,0.113192,0.0525231
4394,hepta_817,2020_Townsend,4394,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.6,hepta_817,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_817.log,0.1132,0.0543608
3607,hepta_30,2020_Townsend,3607,CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.17,hepta_30,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_30.log,0.113208,0.0469667
6904,L3_2.2.2.2.1,2021_Kelly,6904,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.97,L3_2.2.2.2.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6904.log,0.11322,0.0569751
4837,hepta_1260,2020_Townsend,4837,CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N1C,-5.21,hepta_1260,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1260.log,0.1134,0.0493602
4045,hepta_468,2020_Townsend,4045,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-5.97,hepta_468,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_468.log,0.11346,0.0468729
4234,hepta_657,2020_Townsend,4234,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,-5.16,hepta_657,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_657.log,0.113491,0.0540538
4349,hepta_772,2020_Townsend,4349,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,-5.77,hepta_772,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_772.log,0.113516,0.0529887
4802,hepta_1225,2020_Townsend,4802,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.81,hepta_1225,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1225.log,0.113561,0.0380878
7019,L4_2.2.2.1.1,2021_Kelly,7019,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-7.36,L4_2.2.2.1.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_7019.log,0.113594,0.0643988
6649,L1_7.4.2.4.1.1,2021_Kelly,6649,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-6.76,L1_7.4.2.4.1.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6649.log,0.113616,0.0492031
4700,hepta_1123,2020_Townsend,4700,CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,-5.48,hepta_1123,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1123.log,0.113649,0.0356694
3742,hepta_165,2020_Townsend,3742,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-5.66,hepta_165,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_165.log,0.113652,0.065077
4109,hepta_532,2020_Townsend,4109,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,-5.29,hepta_532,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_532.log,0.113676,0.0499125
3826,hepta_249,2020_Townsend,3826,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,-6.54,hepta_249,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_249.log,0.113744,0.0561662
3760,hepta_183,2020_Townsend,3760,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-5.78,hepta_183,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_183.log,0.113746,0.0414336
4224,hepta_647,2020_Townsend,4224,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.35,hepta_647,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_647.log,0.113761,0.0434945
4331,hepta_754,2020_Townsend,4331,CC(C)C[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N1C,-5.72,hepta_754,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_754.log,0.113832,0.0398131
4227,hepta_650,2020_Townsend,4227,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-5.7,hepta_650,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_650.log,0.11384,0.0537798
5106,hepta_1529,2020_Townsend,5106,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-4.89,hepta_1529,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1529.log,0.113855,0.0437531
5118,hepta_1541,2020_Townsend,5118,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.72,hepta_1541,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1541.log,0.113873,0.0541057
4222,hepta_645,2020_Townsend,4222,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,-4.97,hepta_645,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_645.log,0.113931,0.0540431
4800,hepta_1223,2020_Townsend,4800,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.92,hepta_1223,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1223.log,0.113964,0.0437523
4296,hepta_719,2020_Townsend,4296,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,-5.82,hepta_719,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_719.log,0.113969,0.0492389
1752,2.7-03Me,2016_Furukawa,1752,CCCC[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@@H](C)NC(=O)CN(CC)C(=O)[C@@H]2CCCN2C1=O,-7.68,2.7-03Me,/media/liuwei/1T/water/pdb_log/2016_Furukawa/2.7-03Me.log,0.113983,0.039776
4606,hepta_1029,2020_Townsend,4606,CC(C)C[C@@H]1NC(=O)CN(Cc2ccccc2)C(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,-6.13,hepta_1029,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1029.log,0.113985,0.0594508
6151,L1_15.2.3.4.1.2,2021_Kelly,6151,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.52,L1_15.2.3.4.1.2,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6151.log,0.114004,0.0588842
4657,hepta_1080,2020_Townsend,4657,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O,-5.47,hepta_1080,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1080.log,0.114045,0.0443097
6952,L3_4.1.3.2.1,2021_Kelly,6952,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.1,L3_4.1.3.2.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6952.log,0.114122,0.059241
