CycPeptMPDB_ID,Source,Original_Name_in_Source_Literature,Monomer_Length,Molecule_Shape,Water_avgRMSD_All,Water_avgRMSD_BackBone,Desolvation_Free_Energy,Water_3D_SASA,Water_3D_NPSA,Water_3D_PSA,Hexane_avgRMSD_All,Hexane_avgRMSD_BackBone,Hexane_3D_SASA,Hexane_3D_NPSA,Hexane_3D_PSA
2768,2020_Townsend,hexa_254,6,Circle,0.217934,0.0747993,-38.1195,9.119,8.086,1.033,0.145849,0.0383957,8.85,7.875,0.975
2769,2020_Townsend,hexa_255,6,Circle,0.216354,0.0907769,-22.6566,8.203,7.017,1.186,0.165118,0.0749062,8.213,7.158,1.055
2770,2020_Townsend,hexa_256,6,Circle,0.157795,0.0448752,-22.6115,8.237,7.074,1.163,0.215506,0.104068,8.167,7.106,1.061
2771,2020_Townsend,hexa_257,6,Circle,0.166567,0.0665571,-31.1414,8.62,7.278,1.342,0.137802,0.0404461,8.211,7.1,1.111
2772,2020_Townsend,hexa_258,6,Circle,0.159703,0.0546098,-23.2238,8.421,7.177,1.244,0.165235,0.0608633,8.373,7.146,1.227
2773,2020_Townsend,hexa_259,6,Circle,0.12633,0.0408015,-24.821,8.413,7.232,1.181,0.139277,0.0377225,8.17,7.136,1.034
2774,2020_Townsend,hexa_260,6,Circle,0.143683,0.0550132,-24.1221,8.408,7.169,1.239,0.155429,0.0506952,8.421,7.123,1.298
2775,2020_Townsend,hexa_261,6,Circle,0.151725,0.0506402,-25.0499,8.731,7.554,1.177,0.131761,0.0418656,8.357,7.353,1.004
2776,2020_Townsend,hexa_262,6,Circle,0.174286,0.0658777,-28.6044,8.686,7.502,1.184,0.173204,0.056695,8.51,7.439,1.071
2777,2020_Townsend,hexa_263,6,Circle,0.197446,0.0681129,-15.8922,8.202,7.154,1.048,0.148563,0.041342,8.151,7.209,0.942
2778,2020_Townsend,hexa_264,6,Circle,0.153469,0.0607186,-26.3302,8.69,7.488,1.202,0.188906,0.0553307,8.405,7.331,1.074
2779,2020_Townsend,hexa_265,6,Circle,0.11049,0.0352787,-27.7167,8.653,7.551,1.102,0.144843,0.0390665,8.647,7.655,0.992
2780,2020_Townsend,hexa_266,6,Circle,0.157743,0.0576049,-27.6847,8.787,7.681,1.106,0.147238,0.0531482,8.464,7.52,0.944
2781,2020_Townsend,hexa_267,6,Circle,0.134214,0.0480245,-19.3701,8.49,7.376,1.114,0.150307,0.0578505,8.472,7.334,1.138
2782,2020_Townsend,hexa_268,6,Circle,0.19014,0.0707462,-19.9253,8.538,7.396,1.142,0.151919,0.0372669,8.466,7.294,1.172
2783,2020_Townsend,hexa_269,6,Circle,0.14529,0.0524436,-22.8323,8.623,7.501,1.122,0.100012,0.0362604,8.316,7.289,1.027
2784,2020_Townsend,hexa_270,6,Circle,0.121572,0.0471384,-20.2498,8.555,7.49,1.065,0.149943,0.0490943,8.579,7.464,1.115
2785,2020_Townsend,hexa_271,6,Circle,0.144239,0.0353712,-17.3788,8.287,7.272,1.015,0.146699,0.046358,8.45,7.361,1.089
2786,2020_Townsend,hexa_272,6,Circle,0.120933,0.0468953,-20.6682,8.362,7.324,1.038,0.147168,0.0510365,8.49,7.455,1.035
2787,2020_Townsend,hexa_273,6,Circle,0.138502,0.044437,-22.7133,8.718,7.667,1.051,0.179308,0.0577442,8.62,7.594,1.026
2788,2020_Townsend,hexa_274,6,Circle,0.130093,0.0442285,-22.803,8.867,7.751,1.116,0.170221,0.0471558,8.596,7.643,0.953
2789,2020_Townsend,hexa_275,6,Circle,0.15268,0.0390494,-17.5053,8.282,7.377,0.905,0.118374,0.0363037,8.398,7.568,0.83
2790,2020_Townsend,hexa_276,6,Circle,0.110011,0.0344796,,,,,0.134291,0.0358836,8.749,7.759,0.99
2791,2020_Townsend,hexa_277,6,Circle,0.11999,0.0387586,-16.8754,8.683,7.627,1.056,0.171936,0.0561006,8.302,7.325,0.977
2792,2020_Townsend,hexa_278,6,Circle,0.150117,0.0424131,-24.1487,8.645,7.651,0.994,0.14537,0.0467604,8.802,7.752,1.05
2793,2020_Townsend,hexa_279,6,Circle,0.147528,0.0524521,-18.2309,8.211,7.299,0.912,0.154087,0.0537535,8.334,7.472,0.862
2794,2020_Townsend,hexa_280,6,Circle,0.127932,0.0545741,-20.6543,8.759,7.667,1.092,0.111946,0.0356336,8.458,7.602,0.856
2795,2020_Townsend,hexa_281,6,Circle,0.207983,0.0569688,,,,,0.177609,0.052759,8.571,7.507,1.064
2796,2020_Townsend,hexa_282,6,Circle,0.168956,0.0510574,-35.5605,8.932,7.712,1.22,0.272594,0.103823,8.405,7.307,1.098
2797,2020_Townsend,hexa_283,6,Circle,0.124042,0.0413353,-17.3956,8.6,7.59,1.01,0.115787,0.033933,8.773,7.732,1.041
2798,2020_Townsend,hexa_284,6,Circle,0.139947,0.0454735,-18.7222,8.481,7.603,0.878,0.146151,0.0474551,8.457,7.591,0.866
2799,2020_Townsend,hexa_285,6,Circle,0.150129,0.0481895,-15.5301,8.583,7.734,0.849,0.100872,0.0302467,8.301,7.482,0.819
2800,2020_Townsend,hexa_286,6,Circle,0.110158,0.0394464,-17.8126,8.7,7.635,1.065,0.157652,0.0536433,8.608,7.65,0.958
2801,2020_Townsend,hexa_287,6,Circle,0.195638,0.0799403,-27.6311,8.484,7.356,1.128,0.160091,0.0374076,8.364,7.35,1.014
2802,2020_Townsend,hexa_288,6,Circle,0.174619,0.0678585,-33.2413,8.714,7.519,1.195,0.150316,0.0417114,8.333,7.216,1.117
2803,2020_Townsend,hexa_289,6,Circle,0.202043,0.0702002,-23.8094,8.597,7.459,1.138,0.167087,0.0445534,8.397,7.318,1.079
2804,2020_Townsend,hexa_290,6,Circle,0.203704,0.0686313,-28.4806,8.82,7.694,1.126,0.167388,0.042522,8.501,7.401,1.1
2805,2020_Townsend,hexa_291,6,Circle,0.124331,0.0440528,-15.2909,8.419,7.485,0.934,0.1265,0.0402294,8.548,7.579,0.969
2806,2020_Townsend,hexa_292,6,Circle,0.175128,0.0604524,-25.9895,8.598,7.473,1.125,0.115503,0.0385782,8.475,7.4,1.075
2807,2020_Townsend,hexa_293,6,Circle,0.121133,0.0366018,-23.4696,8.992,8.091,0.901,0.151279,0.0414571,8.758,7.865,0.893
2808,2020_Townsend,hexa_294,6,Circle,0.150744,0.0471631,-16.6853,8.727,7.786,0.941,0.143247,0.037789,8.726,7.903,0.823
2809,2020_Townsend,hexa_295,6,Circle,0.128762,0.0480124,-23.4303,8.745,7.859,0.886,0.150362,0.0367325,8.77,7.757,1.013
2810,2020_Townsend,hexa_296,6,Circle,0.17226,0.0615629,-28.338,8.697,7.526,1.171,0.143308,0.0380087,8.42,7.457,0.963
2811,2020_Townsend,hexa_297,6,Circle,0.212563,0.0656278,-25.5098,9.005,7.958,1.047,0.150022,0.0384107,8.379,7.538,0.841
2812,2020_Townsend,hexa_298,6,Circle,0.16014,0.0416743,,,,,0.158006,0.04323,8.75,7.756,0.994
2813,2020_Townsend,hexa_299,6,Circle,0.118655,0.0431326,-14.9698,8.772,7.838,0.934,0.131533,0.0343809,8.479,7.764,0.715
2814,2020_Townsend,hexa_300,6,Circle,0.108327,0.0343705,-24.2824,8.75,7.833,0.917,0.144078,0.0347575,8.762,7.719,1.043
2815,2020_Townsend,hexa_301,6,Circle,0.162796,0.0410564,-32.6915,8.457,7.243,1.214,0.190332,0.0471482,8.611,7.487,1.124
2816,2020_Townsend,hexa_302,6,Circle,0.169915,0.0532296,-23.166,8.63,7.474,1.156,0.16049,0.0334639,8.563,7.717,0.846
2817,2020_Townsend,hexa_303,6,Circle,0.147677,0.052271,-23.2408,8.653,7.587,1.066,0.152656,0.0512539,8.704,7.667,1.037
2818,2020_Townsend,hexa_304,6,Circle,0.178693,0.0579617,-29.4052,8.842,7.759,1.083,0.119548,0.0387755,8.484,7.34,1.144
2819,2020_Townsend,hexa_305,6,Circle,0.159527,0.0517397,-29.0,8.912,7.906,1.006,0.140759,0.0330119,8.826,7.738,1.088
2820,2020_Townsend,hexa_306,6,Circle,0.168204,0.0516953,-30.353,9.023,7.966,1.057,0.146359,0.0381955,8.81,7.77,1.04
2821,2020_Townsend,hexa_307,6,Circle,0.196816,0.0751439,-38.8123,8.749,7.432,1.317,0.189816,0.0448905,8.615,7.38,1.235
2822,2020_Townsend,hexa_308,6,Circle,0.138788,0.0447661,-27.1507,8.77,7.627,1.143,0.189516,0.0430188,8.563,7.579,0.984
2823,2020_Townsend,hexa_309,6,Circle,0.19428,0.0711366,-28.222,8.693,7.658,1.035,0.19685,0.0711918,8.717,7.782,0.935
2824,2020_Townsend,hexa_310,6,Circle,0.158954,0.0538169,-20.8724,8.72,7.72,1.0,0.190518,0.0590885,8.698,7.637,1.061
2825,2020_Townsend,hexa_311,6,Circle,0.1386,0.0508022,-20.5794,8.747,7.595,1.152,0.158447,0.0454255,8.786,7.752,1.034
2826,2020_Townsend,hexa_312,6,Circle,0.173848,0.0621822,-20.5577,8.767,7.741,1.026,0.176314,0.0552058,8.79,7.975,0.815
2827,2020_Townsend,hexa_313,6,Circle,0.190039,0.0568565,-30.5329,8.808,7.556,1.252,0.167135,0.0432542,8.666,7.751,0.915
2828,2020_Townsend,hexa_314,6,Circle,0.164456,0.0642277,-19.1967,8.587,7.627,0.96,0.122651,0.0383685,8.325,7.553,0.772
2829,2020_Townsend,hexa_315,6,Circle,0.136458,0.0351545,-18.7573,8.969,7.991,0.978,0.138703,0.0446423,8.58,7.513,1.067
2830,2020_Townsend,hexa_316,6,Circle,0.166187,0.037147,-34.2645,8.586,7.441,1.145,0.176904,0.052454,8.856,7.9,0.956
2831,2020_Townsend,hexa_317,6,Circle,0.21461,0.0717747,-33.5057,8.943,7.8,1.143,0.215309,0.0709123,8.652,7.633,1.019
2832,2020_Townsend,hexa_318,6,Circle,0.166478,0.0543971,-27.8706,8.812,7.84,0.972,0.126793,0.0395349,8.358,7.413,0.945
2833,2020_Townsend,hexa_319,6,Circle,0.229154,0.102167,-25.5803,8.872,7.977,0.895,0.162882,0.0466201,8.55,7.676,0.874
2834,2020_Townsend,hexa_320,6,Circle,0.216969,0.0809336,-27.7408,8.666,7.532,1.134,0.202753,0.0656545,8.652,7.583,1.069
2835,2020_Townsend,hexa_321,6,Circle,0.168196,0.0321126,-31.4951,8.694,7.487,1.207,0.185678,0.0404813,8.785,7.607,1.178
2836,2020_Townsend,hexa_322,6,Circle,0.195515,0.0515679,-24.3765,8.763,7.767,0.996,0.178666,0.0498462,8.634,7.693,0.941
2837,2020_Townsend,hexa_323,6,Circle,0.236921,0.0947187,-41.6375,9.221,7.975,1.246,0.174263,0.0553399,8.768,7.696,1.072
2838,2020_Townsend,hexa_324,6,Circle,0.18773,0.0441893,-30.7628,9.147,8.18,0.967,0.182971,0.040182,8.738,7.722,1.016
2839,2020_Townsend,hexa_325,6,Circle,0.22525,0.0535965,-39.289,9.427,8.42,1.007,0.186006,0.0532799,8.705,7.712,0.993
2840,2020_Townsend,hexa_326,6,Circle,0.167613,0.0558554,-33.5583,8.39,6.962,1.428,0.114895,0.0325221,7.42,6.286,1.134
2841,2020_Townsend,hexa_327,6,Circle,0.175148,0.0620475,-36.1433,8.401,6.951,1.45,0.244894,0.100304,7.909,6.733,1.176
2842,2020_Townsend,hexa_328,6,Circle,0.152268,0.0497742,-31.1507,8.196,6.817,1.379,0.150907,0.0508036,7.943,6.795,1.148
2843,2020_Townsend,hexa_329,6,Circle,0.137496,0.0458485,-24.9048,8.062,6.729,1.333,0.114736,0.0495436,8.002,6.704,1.298
2844,2020_Townsend,hexa_330,6,Circle,0.11376,0.0459458,-25.2267,8.08,6.714,1.366,0.119348,0.0412438,7.891,6.506,1.385
2845,2020_Townsend,hexa_331,6,Circle,0.152675,0.0591652,-28.4632,8.405,7.012,1.393,0.152344,0.0591907,7.728,6.53,1.198
2846,2020_Townsend,hexa_332,6,Circle,0.234923,0.0912547,-26.6548,7.781,6.658,1.123,0.176298,0.0584284,8.036,6.884,1.152
2847,2020_Townsend,hexa_333,6,Circle,0.124596,0.0402895,-24.4345,8.289,7.035,1.254,0.125498,0.0412709,8.264,7.029,1.235
2848,2020_Townsend,hexa_334,6,Circle,0.17773,0.0720531,-30.3285,8.276,7.039,1.237,0.118131,0.0336176,7.771,6.701,1.07
2849,2020_Townsend,hexa_335,6,Circle,0.116856,0.0385193,-23.7706,7.968,6.879,1.089,0.143992,0.0302871,7.613,6.553,1.06
2850,2020_Townsend,hexa_336,6,Circle,0.172874,0.0738556,-31.9425,8.475,7.17,1.305,0.154856,0.0520036,8.198,7.043,1.155
2851,2020_Townsend,hexa_337,6,Circle,0.130574,0.0324948,-37.553,7.953,6.687,1.266,0.120442,0.0376885,8.382,7.176,1.206
2852,2020_Townsend,hexa_338,6,Circle,0.178744,0.0813126,-24.9941,8.447,7.165,1.282,0.169037,0.0631611,8.345,7.136,1.209
2853,2020_Townsend,hexa_339,6,Circle,0.190639,0.0834721,-36.3294,8.185,7.018,1.167,0.131315,0.0331796,8.138,7.117,1.021
2854,2020_Townsend,hexa_340,6,Circle,0.103769,0.0434413,-31.7522,8.384,7.05,1.334,0.255437,0.138076,8.056,6.855,1.201
2855,2020_Townsend,hexa_341,6,Circle,0.224924,0.0912177,-32.2039,8.164,6.932,1.232,0.129394,0.0443298,8.196,7.062,1.134
2856,2020_Townsend,hexa_342,6,Circle,0.189272,0.0812641,-23.7603,8.286,7.036,1.25,0.121783,0.0406697,8.05,6.918,1.132
2857,2020_Townsend,hexa_343,6,Circle,0.135793,0.041708,-20.927,8.23,7.05,1.18,0.138721,0.0415651,8.44,7.181,1.259
2858,2020_Townsend,hexa_344,6,Circle,0.138889,0.0387426,-22.1169,8.203,7.009,1.194,0.147492,0.0590743,8.333,7.1,1.233
2859,2020_Townsend,hexa_345,6,Circle,0.132109,0.05922,-22.5281,8.002,6.83,1.172,0.11113,0.0439361,8.212,7.015,1.197
2860,2020_Townsend,hexa_346,6,Circle,0.0964168,0.0383309,-25.515,8.016,6.706,1.31,0.142809,0.0379469,8.054,7.026,1.028
2861,2020_Townsend,hexa_347,6,Circle,0.132272,0.0514478,-22.6671,7.945,6.793,1.152,0.115487,0.0410607,8.033,6.886,1.147
2862,2020_Townsend,hexa_348,6,Circle,0.21369,0.0732913,-22.0577,8.192,7.111,1.081,0.187956,0.0803527,8.104,6.985,1.119
2863,2020_Townsend,hexa_349,6,Circle,0.139221,0.0451613,-23.1372,8.351,7.048,1.303,0.100167,0.0289715,7.613,6.44,1.173
2864,2020_Townsend,hexa_350,6,Circle,0.228361,0.0747855,-31.6798,8.322,7.192,1.13,0.162725,0.0472816,8.376,7.263,1.113
2865,2020_Townsend,hexa_351,6,Circle,0.11707,0.034706,-23.1142,8.364,7.204,1.16,0.124777,0.0390869,8.338,7.263,1.075
2866,2020_Townsend,hexa_352,6,Circle,0.149625,0.0417511,-25.2275,8.711,7.437,1.274,0.194787,0.0589762,8.374,7.227,1.147
2867,2020_Townsend,hexa_353,6,Circle,0.128544,0.0450633,-20.8146,8.219,7.111,1.108,0.13802,0.0414149,8.366,7.296,1.07
2868,2020_Townsend,hexa_354,6,Circle,0.120508,0.0393991,-20.1471,7.971,6.796,1.175,0.127572,0.0459349,7.894,6.737,1.157
2869,2020_Townsend,hexa_355,6,Circle,0.162812,0.0639366,-24.9244,8.243,7.121,1.122,0.116381,0.0446408,8.097,6.857,1.24
2870,2020_Townsend,hexa_356,6,Circle,0.161557,0.074608,-20.0708,8.465,7.328,1.137,0.168936,0.0508443,8.343,7.267,1.076
2871,2020_Townsend,hexa_357,6,Circle,0.150988,0.0451082,-33.9825,8.206,6.845,1.361,0.18451,0.0503341,7.944,6.728,1.216
2872,2020_Townsend,hexa_358,6,Circle,0.210506,0.0849118,-35.8693,8.227,6.89,1.337,0.128683,0.0471192,8.294,7.05,1.244
2873,2020_Townsend,hexa_359,6,Circle,0.183968,0.0642434,-33.8013,8.582,7.332,1.25,0.16278,0.0520014,8.29,7.18,1.11
2874,2020_Townsend,hexa_360,6,Circle,0.130214,0.0507478,-21.8235,8.249,7.164,1.085,0.103829,0.039264,8.12,7.059,1.061
2875,2020_Townsend,hexa_361,6,Circle,0.155657,0.0491942,-22.4086,8.357,7.335,1.022,0.208453,0.0948005,8.397,7.293,1.104
2876,2020_Townsend,hexa_362,6,Circle,0.179467,0.0888968,-27.8745,8.451,7.251,1.2,0.116454,0.0367414,8.333,7.232,1.101
2877,2020_Townsend,hexa_363,6,Circle,0.145415,0.0565254,-16.7875,8.281,7.196,1.085,0.149767,0.0497444,8.387,7.24,1.147
2878,2020_Townsend,hexa_364,6,Circle,0.118116,0.0377242,-35.2989,8.359,7.042,1.317,0.144535,0.0617439,7.972,6.616,1.356
2879,2020_Townsend,hexa_365,6,Circle,0.247208,0.117817,-32.2139,8.173,6.919,1.254,0.166427,0.0360127,8.013,6.932,1.081
2880,2020_Townsend,hexa_366,6,Circle,0.182293,0.0554102,-42.1887,8.032,6.722,1.31,0.14458,0.0416337,8.292,7.082,1.21
2881,2020_Townsend,hexa_367,6,Circle,0.184748,0.0710139,-26.7213,8.394,7.145,1.249,0.201547,0.0953463,8.128,7.005,1.123
2882,2020_Townsend,hexa_368,6,Circle,0.14229,0.0579571,-16.7449,8.237,7.175,1.062,0.106003,0.0453898,8.343,7.284,1.059
2883,2020_Townsend,hexa_369,6,Circle,0.172804,0.0645452,-27.482,8.231,7.03,1.201,0.140397,0.0466567,8.247,7.029,1.218
2884,2020_Townsend,hexa_370,6,Circle,0.162158,0.040765,-26.7408,8.275,7.047,1.228,0.163583,0.0588194,8.248,7.014,1.234
2885,2020_Townsend,hexa_371,6,Circle,0.13955,0.0469613,-25.2796,8.49,7.253,1.237,0.144198,0.0508633,8.11,7.097,1.013
2886,2020_Townsend,hexa_372,6,Circle,0.174404,0.054974,-18.9374,8.401,7.363,1.038,0.160167,0.0526848,8.301,7.306,0.995
2887,2020_Townsend,hexa_373,6,Circle,0.0996441,0.0360724,-17.417,8.37,7.345,1.025,0.140603,0.0379468,7.987,7.136,0.851
2888,2020_Townsend,hexa_374,6,Circle,0.135189,0.0540731,-26.0765,8.476,7.402,1.074,0.199592,0.0793157,8.331,7.281,1.05
2889,2020_Townsend,hexa_375,6,Circle,0.161035,0.0397259,-31.6593,7.949,6.695,1.254,0.142512,0.0395704,8.235,7.086,1.149
2890,2020_Townsend,hexa_376,6,Circle,0.172785,0.0593415,-31.3688,8.409,7.102,1.307,0.13648,0.0515577,8.257,7.134,1.123
2891,2020_Townsend,hexa_377,6,Circle,0.181643,0.0577302,-26.5252,7.911,6.781,1.13,0.138006,0.0445307,8.334,7.228,1.106
2892,2020_Townsend,hexa_378,6,Circle,0.152044,0.0453632,-25.2583,8.544,7.433,1.111,0.15579,0.037287,8.496,7.393,1.103
2893,2020_Townsend,hexa_379,6,Circle,0.177636,0.0532768,-28.6708,8.763,7.628,1.135,0.130909,0.0371227,8.147,6.91,1.237
2894,2020_Townsend,hexa_380,6,Circle,0.203901,0.0922049,-22.0718,8.458,7.478,0.98,0.151337,0.039192,8.324,7.382,0.942
2895,2020_Townsend,hexa_381,6,Circle,0.126894,0.0437798,-17.345,8.372,7.335,1.037,0.120316,0.0330245,8.478,7.498,0.98
2896,2020_Townsend,hexa_382,6,Circle,0.240898,0.0743931,-32.8316,8.288,6.962,1.326,0.165598,0.0507586,8.306,7.174,1.132
2897,2020_Townsend,hexa_383,6,Circle,0.202668,0.0609136,-38.7325,8.499,7.136,1.363,0.153907,0.0436745,7.881,6.857,1.024
2898,2020_Townsend,hexa_384,6,Circle,0.135011,0.0400426,-42.5644,8.296,7.041,1.255,0.119195,0.0506487,8.454,7.329,1.125
2899,2020_Townsend,hexa_385,6,Circle,0.216147,0.0830653,-28.3248,8.347,7.183,1.164,0.137914,0.0476583,7.76,6.568,1.192
2900,2020_Townsend,hexa_386,6,Circle,0.220229,0.0902152,-29.9297,8.433,7.224,1.209,0.122969,0.0326578,8.278,7.297,0.981
2901,2020_Townsend,hexa_387,6,Circle,0.202695,0.0860019,-27.1979,8.251,7.123,1.128,0.186917,0.059748,8.239,7.003,1.236
2902,2020_Townsend,hexa_388,6,Circle,0.155612,0.0470155,-26.4973,8.516,7.492,1.024,0.15498,0.0360209,8.331,7.285,1.046
2903,2020_Townsend,hexa_389,6,Circle,0.153648,0.0404613,-23.0773,7.945,6.788,1.157,0.194723,0.0840831,8.3,7.142,1.158
2904,2020_Townsend,hexa_390,6,Circle,0.178897,0.0503461,-23.9829,8.369,7.266,1.103,0.167504,0.0421881,8.323,7.224,1.099
2905,2020_Townsend,hexa_391,6,Circle,0.15313,0.0574361,-22.2954,8.421,7.299,1.122,0.140974,0.0399305,8.359,7.28,1.079
2906,2020_Townsend,hexa_392,6,Circle,0.208346,0.0509054,-31.042,8.258,7.02,1.238,0.177684,0.0331483,7.981,6.861,1.12
2907,2020_Townsend,hexa_393,6,Circle,0.15021,0.0598993,-31.7964,8.246,7.026,1.22,0.120976,0.044321,8.161,7.072,1.089
2908,2020_Townsend,hexa_394,6,Circle,0.143681,0.0564862,-21.8048,8.382,7.285,1.097,0.156177,0.0522224,8.299,7.24,1.059
2909,2020_Townsend,hexa_395,6,Circle,0.195746,0.0934675,-25.0394,8.588,7.44,1.148,0.153827,0.0520282,8.308,7.318,0.99
2910,2020_Townsend,hexa_396,6,Circle,0.166977,0.0437562,-31.0923,8.691,7.524,1.167,0.180336,0.0580709,8.289,7.216,1.073
2911,2020_Townsend,hexa_397,6,Circle,0.172672,0.044872,,,,,0.158912,0.0398331,8.346,7.241,1.105
2912,2020_Townsend,hexa_398,6,Circle,0.181545,0.0361304,-25.2426,8.443,7.095,1.348,0.195439,0.0685892,8.044,6.852,1.192
2913,2020_Townsend,hexa_399,6,Circle,0.285308,0.125175,-28.6777,8.838,7.592,1.246,0.111727,0.0366833,7.967,6.923,1.044
2914,2020_Townsend,hexa_400,6,Circle,0.230101,0.0940621,-28.5759,8.7,7.477,1.223,0.1584,0.0409656,8.185,7.143,1.042
2915,2020_Townsend,hexa_401,6,Circle,0.162207,0.035775,-24.1504,8.048,6.965,1.083,0.206276,0.0535926,8.278,7.18,1.098
2916,2020_Townsend,hexa_402,6,Circle,0.109787,0.0298149,-36.3504,8.083,6.863,1.22,0.146492,0.0433313,8.479,7.6,0.879
2917,2020_Townsend,hexa_403,6,Circle,0.148891,0.0569219,-22.6197,8.376,7.293,1.083,0.138047,0.0413937,8.357,7.331,1.026
2918,2020_Townsend,hexa_404,6,Circle,0.136608,0.0365908,-21.7177,8.487,7.458,1.029,0.126432,0.0387196,8.455,7.463,0.992
2919,2020_Townsend,hexa_405,6,Circle,0.240879,0.0996863,-36.3408,8.499,7.247,1.252,0.15168,0.0418934,8.183,7.003,1.18
2920,2020_Townsend,hexa_406,6,Circle,0.135768,0.0446597,-34.4604,8.322,7.174,1.148,0.117037,0.0435997,8.47,7.449,1.021
2921,2020_Townsend,hexa_407,6,Circle,0.201586,0.083766,-28.4927,8.539,7.324,1.215,0.156764,0.0426246,8.668,7.533,1.135
2922,2020_Townsend,hexa_408,6,Circle,0.155999,0.047769,-21.5781,8.407,7.418,0.989,0.141912,0.0388545,8.567,7.521,1.046
2923,2020_Townsend,hexa_409,6,Circle,0.242105,0.113146,-42.7695,8.472,7.208,1.264,0.138749,0.0441411,8.021,6.842,1.179
2924,2020_Townsend,hexa_410,6,Circle,0.175376,0.0412024,-20.195,8.31,7.067,1.243,0.216083,0.0711231,8.143,7.096,1.047
2925,2020_Townsend,hexa_411,6,Circle,0.231475,0.0904934,-18.5038,8.572,7.526,1.046,0.179676,0.0573965,8.286,7.338,0.948
2926,2020_Townsend,hexa_412,6,Circle,0.202205,0.0786582,-18.4641,8.647,7.621,1.026,0.190914,0.0699726,8.377,7.424,0.953
2927,2020_Townsend,hexa_413,6,Circle,0.207929,0.0652858,-34.47,8.791,7.65,1.141,0.158377,0.0433745,8.558,7.666,0.892
2928,2020_Townsend,hexa_414,6,Circle,0.163993,0.0358834,-25.1456,8.269,7.135,1.134,0.19814,0.064314,8.327,7.32,1.007
2929,2020_Townsend,hexa_415,6,Circle,0.189291,0.0552254,-42.87,8.428,7.378,1.05,0.155432,0.0397499,8.134,7.043,1.091
2930,2020_Townsend,hexa_416,6,Circle,0.147619,0.046023,-31.3815,8.275,6.873,1.402,0.148436,0.0405074,7.737,6.646,1.091
2931,2020_Townsend,hexa_417,6,Circle,0.16119,0.0525824,-40.3969,8.297,6.943,1.354,0.11601,0.0325406,7.665,6.615,1.05
2932,2020_Townsend,hexa_418,6,Circle,0.143938,0.0601518,-37.797,8.429,7.049,1.38,0.149137,0.0359646,7.914,6.865,1.049
2933,2020_Townsend,hexa_419,6,Circle,0.161008,0.0564541,-25.7268,8.245,6.899,1.346,0.122289,0.0325554,7.896,6.702,1.194
2934,2020_Townsend,hexa_420,6,Circle,0.150441,0.0517558,-27.2542,8.228,6.887,1.341,0.188247,0.0672528,8.152,6.801,1.351
2935,2020_Townsend,hexa_421,6,Circle,0.158573,0.0577526,-27.3581,8.196,6.841,1.355,0.102891,0.0379369,8.342,6.977,1.365
2936,2020_Townsend,hexa_422,6,Circle,0.203552,0.101346,-28.2895,8.425,7.05,1.375,0.147532,0.0349242,8.249,7.022,1.227
2937,2020_Townsend,hexa_423,6,Circle,0.165532,0.0504002,-29.8121,8.429,7.135,1.294,0.143612,0.0424701,8.151,7.107,1.044
2938,2020_Townsend,hexa_424,6,Circle,0.172245,0.0607898,-29.1375,8.289,6.948,1.341,0.137617,0.0422923,8.203,6.979,1.224
2939,2020_Townsend,hexa_425,6,Circle,0.197894,0.0839128,-27.9838,8.384,7.098,1.286,0.205825,0.103359,8.053,6.902,1.151
2940,2020_Townsend,hexa_426,6,Circle,0.168985,0.0491981,-26.4699,8.244,6.952,1.292,0.132089,0.0414263,8.1,7.032,1.068
2941,2020_Townsend,hexa_427,6,Circle,0.152496,0.0383995,-28.3844,8.4,7.129,1.271,0.128911,0.0378284,7.96,6.967,0.993
2942,2020_Townsend,hexa_428,6,Circle,0.142959,0.0439289,-23.393,8.283,7.057,1.226,0.140333,0.044346,8.244,7.014,1.23
2943,2020_Townsend,hexa_429,6,Circle,0.200208,0.0735888,-30.9055,8.378,7.076,1.302,0.140469,0.0400941,7.822,6.657,1.165
2944,2020_Townsend,hexa_430,6,Circle,0.170779,0.0463178,-26.4898,8.365,7.13,1.235,0.188179,0.0686498,8.343,7.098,1.245
2945,2020_Townsend,hexa_431,6,Circle,0.206748,0.0738387,-24.9243,8.395,7.118,1.277,0.134979,0.0506859,8.339,7.126,1.213
2946,2020_Townsend,hexa_432,6,Circle,0.1882,0.0675916,-25.5999,8.191,6.946,1.245,0.121793,0.0419973,7.93,6.746,1.184
2947,2020_Townsend,hexa_433,6,Circle,0.14677,0.0491329,-22.2026,8.322,7.098,1.224,0.134138,0.0684343,8.119,6.969,1.15
2948,2020_Townsend,hexa_434,6,Circle,0.153742,0.0407816,-34.1721,8.331,7.1,1.231,0.128768,0.0419637,8.066,6.958,1.108
2949,2020_Townsend,hexa_435,6,Circle,0.148077,0.0418298,-25.07,8.29,7.117,1.173,0.145167,0.0456549,8.14,6.912,1.228
2950,2020_Townsend,hexa_436,6,Circle,0.162586,0.0508652,-23.6988,8.309,7.088,1.221,0.117865,0.0332948,8.1,6.955,1.145
2951,2020_Townsend,hexa_437,6,Circle,0.15264,0.0582899,-24.5461,8.292,7.065,1.227,0.136597,0.0417075,7.711,6.512,1.199
2952,2020_Townsend,hexa_438,6,Circle,0.146451,0.040195,-23.5651,8.278,7.087,1.191,0.121697,0.0396593,8.068,6.9,1.168
