CycPeptMPDB_ID,Original_Name_in_Source_Literature,Source,Structurally_Unique_ID,SMILES,PAMPA,Normalized_Name,log_path,avgRMSD_all,avgRMSD_bb,Monomer_Length
1045,Compound.1,2015_Wang,5,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O,-5.79,Compound.1,/home/liuwei/GitHub/Data/pdb_log/2015_Wang/Compound.1.log,0.117787,0.0368999,6
4842,hepta_1265,2020_Townsend,4842,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.67,hepta_1265,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1265.log,0.117871,0.0460402,7
4745,hepta_1168,2020_Townsend,4745,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,-5.67,hepta_1168,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1168.log,0.117895,0.048113,7
6160,L1_15.2.4.3.1.2,2021_Kelly,6160,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-9,L1_15.2.4.3.1.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6160.log,0.117895,0.0457596,10
4506,hepta_929,2020_Townsend,4506,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,-5.99,hepta_929,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_929.log,0.11791,0.0463263,7
6528,L1_5.3.4.3.4.1,2021_Kelly,6528,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.31,L1_5.3.4.3.4.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6528.log,0.117934,0.0626268,10
5286,hepta_1709,2020_Townsend,5286,CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-4.98,hepta_1709,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1709.log,0.117947,0.0533427,7
3949,hepta_372,2020_Townsend,3949,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,-5.34,hepta_372,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_372.log,0.117955,0.0446402,7
3719,hepta_142,2020_Townsend,3719,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.94,hepta_142,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_142.log,0.117965,0.0396272,7
5337,hepta_1760,2020_Townsend,5337,CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.39,hepta_1760,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1760.log,0.117969,0.0392665,7
5481,hepta_1904,2020_Townsend,5481,CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N1C,-5.02,hepta_1904,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1904.log,0.117969,0.0506993,7
4109,hepta_532,2020_Townsend,4109,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,-5.29,hepta_532,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_532.log,0.117971,0.0474746,7
5020,hepta_1443,2020_Townsend,5020,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-5.86,hepta_1443,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1443.log,0.118003,0.0499899,7
1429,1.8-16,2016_Furukawa,1429,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](CC(C)C)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,-5.02,1.8-16,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.8-16.log,0.118043,0.037824,6
5194,hepta_1617,2020_Townsend,5194,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O,-5.65,hepta_1617,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1617.log,0.118124,0.0427597,7
1788,2.8-03Me,2016_Furukawa,1788,CCCC[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@@H](C)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,-7.19,2.8-03Me,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/2.8-03Me.log,0.118126,0.0580691,6
6524,L1_5.3.3.4.3.1,2021_Kelly,6524,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.26,L1_5.3.3.4.3.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6524.log,0.118129,0.0528488,10
4624,hepta_1047,2020_Townsend,4624,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N1C,-4.96,hepta_1047,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1047.log,0.11815,0.0440215,7
4051,hepta_474,2020_Townsend,4051,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-5.29,hepta_474,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_474.log,0.118165,0.0494435,7
6352,L1_3.3.1.1.3.1,2021_Kelly,6352,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-6.74,L1_3.3.1.1.3.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6352.log,0.118174,0.048458,10
5064,hepta_1487,2020_Townsend,5064,CC(C)C[C@@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,-5.88,hepta_1487,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1487.log,0.118185,0.0415116,7
3629,hepta_52,2020_Townsend,3629,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.33,hepta_52,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_52.log,0.118191,0.0344628,7
5577,hepta_2000,2020_Townsend,5577,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,-5.71,hepta_2000,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_2000.log,0.118193,0.0437575,7
4365,hepta_788,2020_Townsend,4365,CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,-6.76,hepta_788,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_788.log,0.118194,0.0446681,7
4301,hepta_724,2020_Townsend,4301,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.37,hepta_724,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_724.log,0.118216,0.0432607,7
6407,L1_4.1.3.2.4.1,2021_Kelly,6407,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.16,L1_4.1.3.2.4.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6407.log,0.11822,0.0463118,10
6984,L4_1.1.1.3.1,2021_Kelly,6984,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-6.56,L4_1.1.1.3.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6984.log,0.118223,0.059785,10
4203,hepta_626,2020_Townsend,4203,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-5.73,hepta_626,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_626.log,0.118227,0.0465924,7
4190,hepta_613,2020_Townsend,4190,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,-5.96,hepta_613,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_613.log,0.118263,0.0371308,7
1374,1.7-01,2016_Furukawa,1374,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOC)C(=O)[C@H](C)NC(=O)CN(CCCCc2ccccc2)C(=O)[C@H]2CCCN2C1=O,-5.19,1.7-01,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.7-01.log,0.118312,0.0333046,6
5913,L1_11.3.4.4.4.2,2021_Kelly,5913,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.31,L1_11.3.4.4.4.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_5913.log,0.118319,0.0517744,10
7026,L4_2.2.4.4.1,2021_Kelly,7026,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-6.09,L4_2.2.4.4.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_7026.log,0.11835,0.0516243,10
5135,hepta_1558,2020_Townsend,5135,CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.41,hepta_1558,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1558.log,0.118357,0.0484251,7
4298,hepta_721,2020_Townsend,4298,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C1=O,-5.88,hepta_721,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_721.log,0.118383,0.0570002,7
5921,L1_11.4.3.4.1.2,2021_Kelly,5921,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.17,L1_11.4.3.4.1.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_5921.log,0.118386,0.0501101,10
1791,2.8-06Me,2016_Furukawa,1791,CCCC[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@@H](C)NC(=O)CN(CCCOC(C)C)C(=O)[C@H]2CCCN2C1=O,-5.09,2.8-06Me,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/2.8-06Me.log,0.118398,0.0338918,6
4652,hepta_1075,2020_Townsend,4652,CC(C)C[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,-6,hepta_1075,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1075.log,0.118416,0.052412,7
4698,hepta_1121,2020_Townsend,4698,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.58,hepta_1121,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1121.log,0.118425,0.0531253,7
5955,L1_12.3.1.4.1.2,2021_Kelly,5955,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-6.34,L1_12.3.1.4.1.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_5955.log,0.118457,0.0535365,10
4441,hepta_864,2020_Townsend,4441,CCCN1CC(=O)N(Cc2ccccc2)CC(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-7.28,hepta_864,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_864.log,0.118485,0.0445126,7
5056,hepta_1479,2020_Townsend,5056,CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,-5.26,hepta_1479,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1479.log,0.118517,0.042942,7
4193,hepta_616,2020_Townsend,4193,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,-5.18,hepta_616,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_616.log,0.118521,0.0410716,7
3673,hepta_96,2020_Townsend,3673,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.56,hepta_96,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_96.log,0.118526,0.0551755,7
3850,hepta_273,2020_Townsend,3850,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.07,hepta_273,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_273.log,0.118534,0.0420825,7
3972,hepta_395,2020_Townsend,3972,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N1C,-5.91,hepta_395,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_395.log,0.118558,0.0460355,7
4747,hepta_1170,2020_Townsend,4747,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,-6.82,hepta_1170,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1170.log,0.118576,0.0494459,7
1809,2.8-06H,2016_Furukawa,1809,CCCC[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)CN(CC2CCCCC2)C(=O)[C@@H](C)NC(=O)CN(CCCOC(C)C)C(=O)[C@H]2CCCN2C1=O,-5.44,2.8-06H,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/2.8-06H.log,0.11861,0.0390687,6
5532,hepta_1955,2020_Townsend,5532,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,-5.71,hepta_1955,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1955.log,0.118639,0.0543828,7
6765,L1_9.4.4.2.3.2,2021_Kelly,6765,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.01,L1_9.4.4.2.3.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6765.log,0.118677,0.0607879,10
5439,hepta_1862,2020_Townsend,5439,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-5.92,hepta_1862,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1862.log,0.118682,0.048525,7
5794,L1_10.2.3.4.1.2,2021_Kelly,5794,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-6.25,L1_10.2.3.4.1.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_5794.log,0.118698,0.0658347,10
1135,1.1-02,2016_Furukawa,1135,CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CC)CC(=O)N[C@@H](C)C1=O,-5.32,1.1-02,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/1.1-02.log,0.118741,0.0363796,6
6046,L1_14.1.3.1.4.2,2021_Kelly,6046,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.35,L1_14.1.3.1.4.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6046.log,0.118744,0.0556638,10
6963,L3_4.2.3.4.1,2021_Kelly,6963,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.47,L3_4.2.3.4.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6963.log,0.118746,0.058571,10
6747,L1_9.3.4.2.3.2,2021_Kelly,6747,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-6.05,L1_9.3.4.2.3.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6747.log,0.118768,0.0500024,10
6780,L2_1.4.2.2.1,2021_Kelly,6780,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.76,L2_1.4.2.2.1,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_6780.log,0.118773,0.0534834,10
4877,hepta_1300,2020_Townsend,4877,CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,-6.18,hepta_1300,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_1300.log,0.118775,0.0450144,7
5920,L1_11.4.3.3.4.2,2021_Kelly,5920,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.36,L1_11.4.3.3.4.2,/home/liuwei/GitHub/Data/pdb_log/2021_Kelly/Kelly_5920.log,0.118789,0.0495218,10
4518,hepta_941,2020_Townsend,4518,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O,-5.6,hepta_941,/home/liuwei/GitHub/Data/pdb_log/2020_Townsend/hepta_941.log,0.118791,0.0435634,7
1659,2.4-18Me,2016_Furukawa,1659,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@@H](Cc2ccccc2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,-6.27,2.4-18Me,/home/liuwei/GitHub/Data/pdb_log/2016_Furukawa/2.4-18Me.log,0.118801,0.0329578,6
