CycPeptMPDB_ID,Source,SMILES,Original_Name_in_Source_Literature,Structurally_Unique_ID,PAMPA,Monomer_Length,Monomer_Length_in_Main_Chain,Molecule_Shape,Water_avgRMSD_All,Water_avgRMSD_BackBone,Desolvation_Free_Energy,Water_3D_SASA,Water_3D_NPSA,Water_3D_PSA,Hexane_avgRMSD_All,Hexane_avgRMSD_BackBone,Hexane_3D_SASA,Hexane_3D_NPSA,Hexane_3D_PSA,Water_RepFrame,Hexane_RepFrame,split_0,split_1,split_2,split_3,split_4,split_5,split_6,split_7,split_8,split_9
4739,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,hepta_1162,4739,-5.26,7,7,Circle,0.131447,0.0532757,-28.2462,9.323,7.983,1.34,0.165529,0.0529816,9.187,8.025,1.162,70,68,val,test,train,train,train,train,train,val,test,train
4738,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,hepta_1161,4738,-5.98,7,7,Circle,0.144164,0.0576703,-31.5215,8.88,7.68,1.2,0.133711,0.0404778,8.744,7.694,1.05,72,21,train,train,test,train,train,test,val,train,val,train
4737,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_1160,4737,-6.54,7,7,Circle,0.133905,0.0498934,-25.5921,9.514,8.302,1.212,0.136817,0.0382163,8.58,7.647,0.933,17,55,train,train,test,val,train,train,val,train,train,val
4736,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,hepta_1159,4736,-5.32,7,7,Circle,0.119482,0.0448155,-15.4479,8.789,7.69,1.099,0.109709,0.0413241,8.695,7.681,1.014,91,67,train,train,train,val,train,train,val,train,train,test
4735,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_1158,4735,-5.7,7,7,Circle,0.14562,0.0530479,-30.5184,9.291,8.007,1.284,0.127759,0.0419044,9.027,7.807,1.22,98,59,train,train,train,train,train,val,train,train,train,train
4734,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_1157,4734,-6.32,7,7,Circle,0.147601,0.0674523,-37.7968,8.907,7.654,1.253,0.154165,0.058192,8.719,7.662,1.057,5,68,train,train,train,train,val,train,train,train,train,test
4733,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_1156,4733,-6.86,7,7,Circle,0.170419,0.064754,-31.7663,9.282,7.945,1.337,0.141312,0.0558766,8.915,7.703,1.212,96,95,test,train,train,train,train,train,train,train,train,train
4732,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,hepta_1155,4732,-6.78,7,7,Circle,0.128553,0.0478891,-21.2025,8.797,7.491,1.306,0.114231,0.0397168,8.87,7.598,1.272,11,11,train,train,val,train,train,val,train,train,train,train
4731,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,hepta_1154,4731,-5.43,7,7,Circle,0.152266,0.0520287,-17.5434,8.752,7.685,1.067,0.134264,0.0482714,8.777,7.723,1.054,68,84,test,train,train,val,train,train,train,val,train,val
4730,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,hepta_1153,4730,-6.07,7,7,Circle,0.11515,0.0366274,-26.6363,9.178,7.801,1.377,0.117515,0.0356156,8.955,7.781,1.174,69,20,train,train,train,train,train,train,train,val,train,val
4729,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_1152,4729,-5.86,7,7,Circle,0.148375,0.0556186,-21.037,9.024,7.841,1.183,0.155076,0.0553668,8.929,7.782,1.147,82,65,train,train,train,val,train,train,train,train,train,train
4728,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O,hepta_1151,4728,-5.79,7,7,Circle,0.132926,0.0495199,-23.9886,9.039,7.808,1.231,0.0962389,0.0346358,9.001,7.81,1.191,36,80,test,train,test,val,train,train,train,train,train,train
4727,2020_Townsend,CC(C)C[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N1C,hepta_1150,4727,-6.43,7,7,Circle,0.151036,0.0592457,-33.7385,9.404,8.038,1.366,0.132653,0.0338348,8.661,7.612,1.049,68,71,train,train,train,train,train,train,train,train,train,train
4726,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_1149,4726,-5.67,7,7,Circle,0.171231,0.0649664,-28.1378,9.197,7.891,1.306,0.151635,0.0495962,9.116,7.951,1.165,35,26,train,train,train,train,train,train,train,train,train,train
4725,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_1148,4725,-5.52,7,7,Circle,0.14089,0.0520447,-22.8748,9.014,7.897,1.117,0.147762,0.051985,8.999,7.885,1.114,80,68,train,train,train,train,test,train,train,test,train,val
4724,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,hepta_1147,4724,-5.67,7,7,Circle,0.164887,0.056244,-29.8901,9.416,8.209,1.207,0.156873,0.0496716,9.212,8.078,1.134,27,32,train,train,train,train,val,train,train,test,train,test
4723,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_1146,4723,-6.52,7,7,Circle,0.183592,0.10397,-34.872,8.785,7.461,1.324,0.135767,0.0606886,8.544,7.385,1.159,84,53,train,test,train,train,train,train,val,test,train,train
4722,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,hepta_1145,4722,-7.64,7,7,Circle,0.149723,0.0522541,-19.4205,8.563,7.443,1.12,0.138903,0.0639495,8.571,7.376,1.195,10,64,val,train,train,train,train,train,train,train,train,val
4721,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_1144,4721,-4.0,7,7,Circle,0.160108,0.0570258,-26.7048,8.807,7.567,1.24,0.140182,0.0421296,8.719,7.563,1.156,74,13,test,train,train,test,test,train,train,train,val,train
4720,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,hepta_1143,4720,-6.34,7,7,Circle,0.17044,0.0609527,-40.5659,9.382,7.98,1.402,0.208579,0.0825151,8.65,7.399,1.251,49,80,test,test,val,train,train,train,train,train,train,train
4719,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_1142,4719,-10.0,7,7,Circle,0.173244,0.0691304,-34.9235,9.305,8.079,1.226,0.134038,0.0457279,8.688,7.604,1.084,26,89,train,train,val,train,train,val,train,train,train,val
4718,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_1141,4718,-6.01,7,7,Circle,0.150514,0.0446594,-28.9069,8.853,7.714,1.139,0.107658,0.0406988,8.835,7.736,1.099,77,44,train,test,train,train,train,train,train,train,test,test
4716,2020_Townsend,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,hepta_1139,4716,-5.69,7,7,Circle,0.140088,0.0493914,-27.9937,8.947,7.8,1.147,0.163989,0.0636632,9.151,7.816,1.335,24,41,train,train,train,train,train,train,train,train,train,train
4713,2020_Townsend,CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,hepta_1136,4713,-5.92,7,7,Circle,0.145756,0.0451,-28.7971,9.287,8.145,1.142,0.182822,0.0651946,9.246,8.106,1.14,74,53,train,test,train,train,train,train,val,test,train,train
4709,2020_Townsend,CC(C)C[C@@H]1NC(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,hepta_1132,4709,-5.81,7,7,Circle,0.152263,0.058774,-41.4658,9.208,7.946,1.262,0.14923,0.0375596,8.918,7.859,1.059,47,51,test,test,val,train,train,train,train,val,train,test
4708,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,hepta_1131,4708,-6.13,7,7,Circle,0.21178,0.0631951,-45.9137,9.733,8.527,1.206,0.165809,0.0719715,8.945,7.915,1.03,2,87,train,train,train,val,test,train,train,train,val,train
4707,2020_Townsend,CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,hepta_1130,4707,-5.05,7,7,Circle,0.121825,0.0351647,-26.7438,8.85,7.66,1.19,0.124729,0.0430324,9.197,8.084,1.113,70,11,test,train,train,train,train,val,train,val,val,train
4706,2020_Townsend,CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,hepta_1129,4706,-5.48,7,7,Circle,0.125807,0.0401837,-26.8895,9.101,7.973,1.128,0.131825,0.0422288,9.238,8.057,1.181,96,78,train,train,train,train,train,val,val,train,train,train
4705,2020_Townsend,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,hepta_1128,4705,-5.42,7,7,Circle,0.127423,0.0440233,-34.2147,9.444,8.336,1.108,0.115765,0.0410963,8.824,7.735,1.089,23,97,val,val,train,train,train,train,test,train,train,train
4704,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,hepta_1127,4704,-6.28,7,7,Circle,0.18695,0.0604207,-36.5813,9.438,8.376,1.062,0.131487,0.0358028,8.992,7.893,1.099,54,4,train,train,train,train,train,train,train,val,train,train
4703,2020_Townsend,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,hepta_1126,4703,-5.74,7,7,Circle,0.153742,0.0470724,-21.6227,9.311,8.26,1.051,0.119798,0.0414436,8.958,8.025,0.933,7,11,train,train,train,test,val,train,train,train,train,train
4701,2020_Townsend,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,hepta_1124,4701,-5.81,7,7,Circle,0.247541,0.133652,-34.6813,9.497,8.343,1.154,0.152412,0.0408128,9.341,8.187,1.154,29,65,val,train,test,train,train,train,test,train,test,train
4700,2020_Townsend,CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,hepta_1123,4700,-5.48,7,7,Circle,0.120474,0.0356694,-20.8601,9.117,8.111,1.006,0.148866,0.0498548,9.165,8.195,0.97,98,57,train,val,train,train,train,train,train,train,train,train
4699,2020_Townsend,CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,hepta_1122,4699,-5.98,7,7,Circle,0.166941,0.0570965,-33.6737,9.549,8.368,1.181,0.138849,0.0559252,9.134,8.028,1.106,13,4,train,train,train,train,train,train,train,test,train,train
4697,2020_Townsend,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,hepta_1120,4697,-5.85,7,7,Circle,0.126887,0.0427483,-30.0455,9.172,7.972,1.2,0.130391,0.0536262,8.754,7.738,1.016,64,83,train,train,train,train,val,train,train,train,test,train
4696,2020_Townsend,CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,hepta_1119,4696,-6.11,7,7,Circle,0.125694,0.0437042,-32.5458,9.419,8.224,1.195,0.118294,0.04197,9.211,8.062,1.149,52,64,val,train,train,train,train,train,train,train,train,train
4695,2020_Townsend,CC(C)C[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,hepta_1118,4695,-5.59,7,7,Circle,0.143448,0.048972,-27.6101,9.243,8.099,1.144,0.150932,0.0424744,9.195,8.182,1.013,15,42,train,train,train,train,train,train,val,val,test,train
4692,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,hepta_1115,4692,-5.66,7,7,Circle,0.162801,0.0517716,-28.2021,9.431,8.295,1.136,0.155258,0.0450804,9.224,8.086,1.138,37,86,train,train,train,train,train,test,train,train,train,train
4691,2020_Townsend,CC(C)C[C@@H]1NC(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O,hepta_1114,4691,-5.64,7,7,Circle,0.152225,0.0519344,-27.04,9.171,8.018,1.153,0.141048,0.05694,8.931,7.893,1.038,82,25,train,train,train,train,train,train,val,train,train,test
4690,2020_Townsend,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,hepta_1113,4690,-5.17,7,7,Circle,0.133773,0.062095,-31.8089,9.375,8.222,1.153,0.112716,0.0361155,8.695,7.702,0.993,63,53,test,train,train,train,train,train,train,test,train,train
4689,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,hepta_1112,4689,-5.81,7,7,Circle,0.162139,0.0552052,-25.9612,9.497,8.342,1.155,0.158284,0.0470895,9.009,7.977,1.032,54,47,train,test,train,train,train,train,test,train,test,train
4688,2020_Townsend,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N1C,hepta_1111,4688,-5.88,7,7,Circle,0.138584,0.048126,-33.6484,9.526,8.316,1.21,0.147518,0.0498218,9.186,7.959,1.227,44,38,train,train,train,train,val,train,test,train,val,train
4686,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,hepta_1109,4686,-6.04,7,7,Circle,0.19721,0.0690994,-34.2009,9.507,8.307,1.2,0.131926,0.0452851,8.671,7.503,1.168,32,79,train,val,train,test,train,train,val,train,val,train
4685,2020_Townsend,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,hepta_1108,4685,-6.09,7,7,Circle,0.145074,0.0667722,-36.9101,9.234,7.917,1.317,0.117007,0.0414837,9.065,7.921,1.144,55,78,test,test,train,train,train,train,test,train,train,train
4684,2020_Townsend,CC(C)C[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,hepta_1107,4684,-5.9,7,7,Circle,0.141489,0.0445213,-28.473,9.257,7.969,1.288,0.122869,0.0436127,9.022,7.799,1.223,91,8,train,train,train,train,train,train,train,train,train,train
4683,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_1106,4683,-10.0,7,7,Circle,0.121569,0.0443261,-33.0872,9.211,7.965,1.246,0.136566,0.0474692,9.242,8.041,1.201,99,5,train,train,test,train,train,train,val,val,train,train
4681,2020_Townsend,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,hepta_1104,4681,-5.55,7,7,Circle,0.100834,0.0436469,-27.8339,9.285,8.133,1.152,0.117358,0.0378691,9.326,8.174,1.152,18,29,train,train,train,val,train,test,train,train,val,train
4680,2020_Townsend,CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,hepta_1103,4680,-5.4,7,7,Circle,0.145077,0.0533835,-24.5279,9.201,8.068,1.133,0.131559,0.0401154,9.221,8.242,0.979,64,14,train,train,train,train,train,train,train,train,train,train
4679,2020_Townsend,CC(C)C[C@H]1NC(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O,hepta_1102,4679,-5.22,7,7,Circle,0.135664,0.0619929,-28.5342,8.879,7.68,1.199,0.127013,0.0391877,8.731,7.781,0.95,71,77,train,train,train,train,train,train,val,train,train,test
4678,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,hepta_1101,4678,-5.17,7,7,Circle,0.184359,0.0590538,-20.3818,9.274,8.229,1.045,0.175104,0.0471618,9.156,8.115,1.041,45,84,val,train,train,train,train,test,val,test,train,train
4677,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_1100,4677,-5.52,7,7,Circle,0.158319,0.0501193,-26.9208,9.188,8.039,1.149,0.146662,0.0448046,8.992,7.818,1.174,92,28,train,train,train,train,train,train,val,train,train,train
4676,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,hepta_1099,4676,-6.25,7,7,Circle,0.128282,0.0430634,-36.2628,9.517,8.373,1.144,0.149602,0.0658387,9.11,8.151,0.959,63,22,train,train,train,train,train,val,test,train,train,train
4675,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_1098,4675,-6.36,7,7,Circle,0.145635,0.0501891,-29.343,9.012,7.882,1.13,0.127298,0.0379192,9.276,8.095,1.181,36,93,train,train,train,train,train,train,train,train,train,train
4673,2020_Townsend,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,hepta_1096,4673,-5.73,7,7,Circle,0.141351,0.0434703,-27.6631,9.46,8.324,1.136,0.134009,0.0352595,9.268,8.293,0.975,96,65,train,test,train,train,train,test,train,test,train,train
4672,2020_Townsend,CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,hepta_1095,4672,-6.14,7,7,Circle,0.11939,0.0420931,-21.952,9.223,8.032,1.191,0.111698,0.0411206,9.111,7.988,1.123,83,70,train,train,train,train,val,train,train,train,train,train
4671,2020_Townsend,CC(C)C[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,hepta_1094,4671,-5.8,7,7,Circle,0.118354,0.0412258,-21.7651,9.098,8.006,1.092,0.105887,0.0355613,9.058,8.016,1.042,91,73,train,train,train,val,train,train,train,val,train,train
4670,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,hepta_1093,4670,-6.17,7,7,Circle,0.125822,0.035604,-40.319,8.671,7.243,1.428,0.175027,0.0559548,8.66,7.581,1.079,19,55,test,train,train,train,train,train,train,train,train,train
